date,highest_category,FLUR,FLBP1FH,Investor Purchases_FL,Investor Market Share_FL,Investor Purchases YoY_FL,Investor Purchases_Total,Investor Market Share_Total,Investor Purchases YoY_Total,HPI_South_Atlantic_Not_Seasonally_Adjusted,HPI_South_Atlantic_Seasonally_Adjusted,HPI_USA_Not_Seasonally_Adjusted,HPI_USA_Seasonally_Adjusted,Inventory_FL,Inventory_Non_FL,Inventory_US,DaysToClose_FL,DaysToClose_Non_FL,DaysToClose_US,MarketTemp_FL,MarketTemp_Non_FL,MarketTemp_US,NewConSales_FL,NewConSales_Non_FL,NewConSales_US,ZHVI_Tier_FL,ZHVI_Tier_Non_FL,ZHVI_Tier_US,ZORDI_Condo_FL,ZORDI_Condo_Non_FL,ZORDI_Condo_US,ZORDI_MFR_FL,ZORDI_MFR_Non_FL,ZORDI_MFR_US,ZORDI_SFR_FL,ZORDI_SFR_Non_FL,ZORDI_SFR_US,ZORDI_All_FL,ZORDI_All_Non_FL,ZORDI_All_US
2022-08-01,,2.8,10905,,,,,,,418.16,412.48,390.15,384.78,2398.560344827586,707.2000746547219,760.3990419378163,34.794117647058826,34.6858407079646,34.7,48.310344827586206,54.142857142857146,53.95860566448802,373.8695652173913,395.37867647058823,393.7016949152542,371492.52660379757,275089.1608884786,278212.84536417056,73.1,101.68553459119497,98.49162011173185,122.65217391304348,135.88636363636363,135.28599605522683,96.76,138.76470588235293,136.8018691588785,96.85185185185185,123.42612752721618,122.35522388059701
2022-09-01,4.0,2.8,9081,,,,,,,418.17,413.77,389.71,385.63,2451.655172413793,694.2833146696529,749.558568329718,34.01470588235294,34.31858407079646,34.27884615384615,43.724137931034484,49.47811447811448,49.29673913043478,314.4347826086956,389.4742647058824,383.6237288135593,369329.9063742564,271392.51433178637,274569.4543421126,56.5,83.95625,80.90555555555555,102.3913043478261,114.34151329243353,113.8046875,73.92,113.31800766283524,111.51736745886654,76.51851851851852,102.69571865443424,101.65785609397945
2022-10-01,,2.9,9057,12071,25.833333333333332,-37.333333333333336,53009,16.856060606060606,-34.07007575757576,418.14,415.42,388.46,386.28,2453.2155172413795,690.7049030574199,746.0817262549657,34.45882352941176,34.422123893805306,34.426923076923075,41.41379310344828,45.24634420697413,45.12527233115468,359.9130434782609,348.7818181818182,349.6409395973154,368152.59437975066,271372.99227879586,274508.867654134,46.23809523809524,69.6583850931677,66.95604395604396,89.21739130434783,92.57831325301204,92.42994241842611,62.68,92.44990548204159,91.10649819494584,67.17857142857143,84.21148036253777,83.52028985507246
2022-11-01,,2.9,7562,,,,,,,416.77,415.34,386.18,386.26,2525.5258620689656,659.2988826815642,717.8709415584416,34.93137254901961,34.0117994100295,34.132051282051286,39.96551724137931,43.31101021566402,43.20439560439561,349.9130434782609,339.3695652173913,340.18060200668896,365544.95310829027,268858.35724169016,271991.2190072001,43.76190476190476,60.6319018404908,58.70652173913044,80.82608695652173,75.43426294820718,75.6704761904762,58.48,74.91977611940298,74.18716577540107,61.642857142857146,68.73841554559043,68.45337159253945
2022-12-01,,2.9,7758,,,,,,,414.64,415.54,383.91,386.47,2472.8413793103446,582.9092923649906,642.2253427128427,33.30588235294118,33.76913043478261,33.70946969696969,42.41379310344828,46.98057142857143,46.834070796460175,425.30434782608694,389.58273381294964,392.312292358804,361784.4861110027,265855.8745178742,268964.1758991041,43.80952380952381,56.91411042944785,55.41847826086956,75.95454545454545,70.1624266144814,70.4015009380863,62.38461538461539,71.51024208566108,71.08880994671404,62.357142857142854,65.91479820627802,65.77187948350071
2023-01-01,,2.8,8060,9948,23.333333333333332,-45.666666666666664,44926,16.901515151515152,-39.79924242424243,417.19,419.5,384.29,387.76,2439.7586206896553,525.181066518023,585.1408387329013,33.705882352941174,34.69230769230769,34.56716417910448,46.642857142857146,54.14709236031927,53.914917127071824,312.5652173913044,272.66187050359713,275.7109634551495,357691.5860600514,263391.9796221972,266447.49759616127,51.55,61.9079754601227,60.775956284153004,86.4090909090909,73.13819577735124,73.67587476979742,72.3076923076923,82.22101449275362,81.77508650519032,73.62962962962963,72.36592592592592,72.41452991452991
2023-02-01,,2.8,8402,,,,,,,420.95,419.63,389.7,390.24,2386.137931034483,493.9255753526355,553.1209996404172,32.19117647058823,33.80982905982906,33.6044776119403,47.89655172413793,61.0193401592719,60.60022026431718,338.6521739130435,325.94405594405595,326.88996763754045,357181.55143201374,262361.68015652226,265434.0558738287,59.714285714285715,71.68823529411765,70.3717277486911,101.31818181818181,85.49245283018868,86.1231884057971,82.42307692307692,100.17422867513612,99.37435008665511,83.92592592592592,86.11407407407407,86.02991452991454
2023-03-01,,2.8,10891,,,,,,,427,423.17,395,392.19,2309.948275862069,483.9190794357832,541.0440489032721,31.897058823529413,32.78177966101695,32.67037037037037,47.89655172413793,64.03712035995501,63.52723311546841,442.30434782608694,447.99298245614034,447.5681818181818,359400.6591526506,264567.83459559083,267640.63002816594,55.904761904761905,76.53892215568862,74.23404255319149,97.27272727272727,89.33024118738405,89.64171122994652,80.42307692307692,108.33333333333333,107.07785467128028,80.33333333333333,91.06695778748181,90.6610644257703
2023-04-01,,2.8,9388,12308,21.833333333333332,-41.666666666666664,53849,14.882575757575758,-36.46212121212121,431.59,424.85,400.91,394.42,2225.4655172413795,492.48869710467704,546.7026429341963,33.56470588235294,33.19152542372881,33.23851851851852,45.310344827586206,65.32513966480447,64.6969696969697,371.7391304347826,378.73519163763063,378.21612903225804,363345.31472390326,268839.0755383065,271901.28887504654,48.45,76.7202380952381,73.7127659574468,87.34782608695652,93.42307692307692,93.1775043936731,72.65384615384616,110.84324324324324,109.1342512908778,73.11111111111111,93.87554269175108,93.09470752089136
2023-05-01,,2.9,11411,,,,,,,436.74,427.9,406.29,397.48,2158.301724137931,510.0168893838159,561.5813556274721,34.25,33.65126050420168,33.72610294117647,44.44827586206897,63.44370122630992,62.8488120950324,431.95652173913044,430.49825783972125,430.60645161290324,366883.75839035935,272766.91616898624,275816.5121739246,39.1,73.15934065934066,69.7871287128713,77.58333333333333,91.85008818342152,91.27072758037225,64.48148148148148,107.51826086956521,105.58803986710963,66.5925925925926,91.73876404494382,90.82002706359945
2023-06-01,,2.9,12569,,,,,,,441.36,432.26,409.14,399.91,2148.189655172414,526.6422605790646,577.3702804746495,35.3235294117647,34.24859943977591,34.38296568627451,44.62068965517241,61.65324384787472,61.1180931744312,424.0,431.10801393728224,430.5806451612903,370401.8143294707,276340.58677255217,279388.3807380836,33.523809523809526,66.75,63.34634146341463,76.125,91.27272727272727,90.67380560131795,62.666666666666664,103.36456558773425,101.57491856677524,66.07407407407408,90.25753424657535,89.39498018494055
2023-07-01,,2.9,10513,11310,22.333333333333332,-24.0,52124,15.058712121212123,-24.397727272727273,445.41,437.39,411.22,403.34,2154.4137931034484,542.6341314031181,593.0565803667745,35.6,34.50084033613446,34.63823529411765,45.172413793103445,60.69385474860335,60.20670995670996,355.9130434782609,356.2926829268293,356.26451612903224,371853.9340641645,278496.1598125163,281521.1603189943,29.714285714285715,58.68306010928962,55.700980392156865,69.20833333333333,88.30360205831904,87.54859967051071,57.25925925925926,95.78061224489795,94.08943089430895,58.57142857142857,86.42876901798064,85.39014647137151
2023-08-01,3.0,3.0,12214,,,,,,,444.18,438.45,411.62,406.08,2182.25,558.004825538233,608.8172419992809,34.69117647058823,33.955882352941174,34.04779411764706,42.86206896551724,58.10356347438753,57.62675296655879,382.7391304347826,401.91637630662024,400.4935483870968,372279.143906369,278964.3001816445,281987.90964311606,28.35,52.96756756756757,50.56585365853658,62.083333333333336,82.35628227194492,81.55206611570247,48.148148148148145,87.09563758389261,85.40770465489567,50.55555555555556,79.68792401628222,78.65837696335079
2023-09-01,,3.1,11590,,,,,,,446.81,442.08,412.44,408.16,2257.648275862069,572.2734966592427,624.9982740021575,34.15294117647059,33.51764705882353,33.59705882352941,40.51724137931034,53.12026726057906,52.7259978425027,369.60869565217394,366.25,366.4983922829582,372308.1301029451,278723.7031512042,281756.04771165166,23.61904761904762,44.6931216931217,42.58571428571429,53.083333333333336,72.45254237288135,71.69543973941369,40.111111111111114,76.28523489932886,74.71749598715891,41.214285714285715,70.67567567567568,69.6015625
2023-10-01,,3.1,11269,10850,25.333333333333332,-11.0,49521,17.267045454545453,-7.390151515151516,446.32,443.63,412.06,409.84,2437.396551724138,590.5860244988864,648.3611111111111,33.51470588235294,33.195378151260506,33.23529411764706,39.06896551724138,48.08482142857143,47.80216216216216,355.8695652173913,349.89310344827584,350.33226837060704,371911.8987524414,277642.00670476165,280696.56186608307,19.857142857142858,39.01020408163265,37.15668202764977,46.791666666666664,62.62626262626262,62.01132686084142,36.074074074074076,66.76974789915967,65.43729903536978,37.0,61.60081190798376,60.702737940026076
2023-11-01,,3.1,9379,,,,,,,445.33,443.65,410.95,411.1,2593.146551724138,583.4245545657016,646.2961165048544,33.14705882352941,33.04621848739496,33.05882352941177,38.03448275862069,45.59865470852018,45.360477741585235,356.5652173913044,341.31615120274915,342.4331210191083,370924.00225496024,276246.7592612259,279314.51350348094,16.80952380952381,33.020833333333336,31.422535211267604,43.24,53.13400335008375,52.736334405144696,31.40740740740741,56.50657894736842,55.439370078740154,32.214285714285715,51.81241565452092,51.09882964889467
2023-12-01,,3.2,9584,,,,,,,445.19,445.94,409.75,412.49,2632.9517241379313,530.8794543429844,596.6400755124056,32.976470588235294,33.021848739495795,33.016176470588235,37.86206896551724,47.818897637795274,47.50435729847494,359.60869565217394,342.4810996563574,343.7356687898089,369316.83027368906,273940.2437171278,277030.6582535974,17.95,31.495049504950494,30.274774774774773,44.8,51.07807308970099,50.82775119617225,32.48148148148148,54.885245901639344,53.93563579277865,32.607142857142854,50.49665327978581,49.85032258064516
2024-01-01,,3.2,11318,10159,24.833333333333332,1.3333333333333333,46245,17.43371212121212,2.278409090909091,442.26,444.68,409.09,412.84,2735.1724137931033,488.38669265033406,558.6744875943905,33.94117647058823,34.32162534435262,34.27475845410628,39.92857142857143,53.58163265306123,53.16153846153846,258.17391304347825,259.17747440273035,259.1044303797468,367585.6422032435,272130.3336966406,275223.29900020646,21.19047619047619,34.335,33.085972850678736,51.458333333333336,59.093904448105434,58.80348652931854,40.888888888888886,66.76897689768977,65.6650868878357,40.17857142857143,60.19143239625167,59.468387096774194
2024-02-01,,3.2,9980,,,,,,,451.47,450.09,416.84,417.32,2895.4310344827586,484.7846139569413,560.1985796476088,32.98529411764706,33.93852459016394,33.82194244604317,40.793103448275865,59.82022471910113,59.21980413492927,305.5652173913044,311.1254237288136,310.72327044025155,367989.3386747209,272977.43334594084,276056.0313957002,24.181818181818183,42.06,40.288288288288285,62.84,69.5831960461285,69.31645569620254,47.51851851851852,83.16,81.62519936204147,47.142857142857146,72.43105756358769,71.51741935483871
2024-03-01,,3.2,10648,,,,,,,455.51,451.35,421.23,418.1,3020.0827586206897,506.00462138084634,584.6543149946064,31.952941176470592,32.44098360655738,32.381294964028775,40.241379310344826,62.110986547085204,61.42236699239957,349.6521739130435,359.31103678929765,358.62111801242236,370407.8746714545,276757.3129752787,279791.800449233,25.136363636363637,48.554455445544555,46.254464285714285,61.68,74.88543371522096,74.36635220125787,47.18518518518518,91.23217247097844,89.34444444444445,47.42857142857143,78.81283422459893,77.68041237113403
2024-04-01,,3.3,12096,11628,21.5,-5.166666666666667,55466,15.403409090909092,3.3825757575757573,460.32,452.95,427.05,419.94,3078.4224137931033,542.4081291759466,621.7440668824164,33.80882352941177,32.72336065573771,32.856115107913666,39.3448275862069,60.818080357142854,60.144864864864864,324.9130434782609,343.6354515050167,342.29813664596276,372627.7342251336,280867.7847547583,283841.0121677648,25.59090909090909,53.79601990049751,51.01345291479821,54.12,76.31774193548387,75.45736434108527,45.23076923076923,92.98013245033113,91.00952380952381,45.592592592592595,80.96684350132627,79.74391805377721
2024-05-01,,3.3,12682,,,,,,,464.21,454.57,430.07,420.58,3175.103448275862,588.8994060876021,669.8054656598346,34.705882352941174,33.35040983606557,33.51618705035971,37.793103448275865,57.286191536748326,56.676375404530745,377.5652173913044,368.3333333333333,368.9907120743034,373678.3129064227,283828.43137194327,286739.7683155186,24.0,54.588516746411486,51.55603448275862,48.08,76.77866242038216,75.67993874425727,45.48148148148148,90.38235294117646,88.48513302034429,44.82142857142857,80.35,79.08756345177665
