tract_geoid,total_jobs,resident_workers,pressure_ratio
12011110502,1460,2656,0.5496987951807228
12011110600,11567,2154,5.370009285051068
12011980000,106,171,0.6198830409356725
12013010100,280,1113,0.25157232704402516
12013010200,200,1427,0.1401541695865452
12013010301,1705,1360,1.2536764705882353
12013010302,1225,1277,0.9592795614722005
12015010100,2449,2528,0.96875
12015010200,955,1845,0.5176151761517616
12015010301,4315,1201,3.5928393005828476
12015010302,3081,1693,1.8198464264619019
12015010401,257,784,0.3278061224489796
12015010402,105,638,0.164576802507837
12015010405,1092,1683,0.6488413547237076
12015010503,2697,1491,1.8088531187122736
12015010504,337,573,0.5881326352530541
12015010505,653,1837,0.35547087642896025
12015010506,250,944,0.2648305084745763
12015020101,651,2937,0.2216547497446374
12015020103,2491,2379,1.0470786044556537
12015020104,2226,814,2.7346437346437344
12015020203,2337,1726,1.353997682502897
12015020204,181,1690,0.10710059171597633
12015020205,91,1762,0.051645856980703744
12015020206,303,1518,0.19960474308300397
12015020301,5639,2157,2.614279091330552
12015020302,5303,1784,2.9725336322869955
12015020303,858,1990,0.4311557788944724
12015020401,779,1254,0.6212121212121212
12015020402,1466,2393,0.6126201420810697
12015020501,163,1700,0.09588235294117647
12015020502,60,436,0.13761467889908258
12015020601,424,1186,0.357504215851602
12015020602,626,1314,0.4764079147640791
12015020700,4175,1648,2.533373786407767
12015020800,282,1924,0.14656964656964658
12015020900,775,2605,0.29750479846449135
12015021001,158,733,0.2155525238744884
12015021002,371,1012,0.366600790513834
12015021003,3698,1041,3.552353506243996
12015030101,162,1292,0.12538699690402477
12015030102,1185,1594,0.7434127979924717
12015030201,783,2230,0.35112107623318384
12015030202,555,1071,0.5182072829131653
12015030301,1779,815,2.1828220858895704
