month_date_yyyymm,county_fips,county_name,median_listing_price,median_listing_price_mm,median_listing_price_yy,active_listing_count,active_listing_count_mm,active_listing_count_yy,median_days_on_market,median_days_on_market_mm,median_days_on_market_yy,new_listing_count,new_listing_count_mm,new_listing_count_yy,price_increased_count,price_increased_count_mm,price_increased_count_yy,price_increased_share,price_increased_share_mm,price_increased_share_yy,price_reduced_count,price_reduced_count_mm,price_reduced_count_yy,price_reduced_share,price_reduced_share_mm,price_reduced_share_yy,pending_listing_count,pending_listing_count_mm,pending_listing_count_yy,median_listing_price_per_square_foot,median_listing_price_per_square_foot_mm,median_listing_price_per_square_foot_yy,median_square_feet,median_square_feet_mm,median_square_feet_yy,average_listing_price,average_listing_price_mm,average_listing_price_yy,total_listing_count,total_listing_count_mm,total_listing_count_yy,pending_ratio,pending_ratio_mm,pending_ratio_yy,quality_flag
202405,12053,"hernando, fl",365950,0.0026,-0.0109,1070,0.0722,0.5063,49,-0.1261,-0.0806,490,0.0515,0.2827,40,0.25,0.3333,0.0188,0.003,-0.0005,520,0.1255,0.9847,0.2513,0.0185,0.082,550,-0.0418,-0.0575,206,0.0054,0.0201,1832,-0.0022,-0.0253,456531,0.0246,-0.0457,1614,0.0346,0.3335,0.5138,-0.0611,-0.3073,0
202405,12133,"washington, fl",314268,-0.0604,-0.0178,93,0.1006,0.7885,63,0.2887,0.1261,40,0.1765,1,2,,,0.0104,0.0104,0.0104,24,-0.3333,0.3333,0.1311,-0.094,-0.0686,45,0.2162,0.5,179,-0.0106,-0.0422,1716,-0.0035,-0.0172,338531,-0.0169,0.0096,138,0.1317,0.6975,0.4839,0.046,-0.0931,1
202405,12107,"putnam, fl",299900,-0.0002,-0.0344,250,0.0184,0.4851,53,-0.0862,-0.1167,98,-0.1091,0.4412,2,0,0,0.0052,0.0009,-0.0004,98,0,0.6897,0.2409,0.0097,0.0771,93,0.1205,-0.1143,212,0.0022,0.0516,1513,-0.024,-0.021,425465,-0.0365,0.0252,339,0.0383,0.2468,0.3727,0.034,-0.2523,0
202405,12127,"volusia, fl",394750,-0.0003,-0.0008,4114,0.0479,0.6676,61,-0.0161,0.2261,1386,-0.0198,0.1746,44,-0.2667,-0.4762,0.0064,-0.0025,-0.0092,1776,0.0699,0.711,0.2545,0.0074,0.0584,1392,-0.0604,-0.1685,253,0.0033,0.002,1580,0.0094,-0.013,508604,0.0005,-0.0101,5464,0.0138,0.3285,0.3382,-0.039,-0.3401,0
202405,12039,"gadsden, fl",310000,0.0111,0.0334,105,0.0245,-0.0234,65,0.0658,0.1563,18,-0.4375,-0.1818,0,-1,-1,0,-0.0142,-0.0138,16,-0.5,-0.2,0.1177,-0.0985,-0.0369,7,0.0769,-0.3333,172,0.0397,0.0695,1810,0.0015,-0.0032,333681,0.0336,0.0252,113,0.0367,-0.0383,0.067,0.0033,-0.0311,0
202405,12065,"jefferson, fl",389900,0.013,0.0987,54,-0.0092,0.2,67,-0.0396,0.0309,14,0,0.75,0,,,0,0,0,4,-0.6667,-0.3333,0.0568,-0.0968,-0.0476,3,-0.4444,0.6667,193,0.0395,-0.048,1953,0.037,0.0915,495961,0.0624,-0.1299,56,-0.0588,0.2043,0.0463,-0.0363,0.013,1
202405,12033,"escambia, fl",354370,0.0125,-0.0784,1715,0.0547,0.6141,59,-0.025,0.1584,708,0.0057,-0.171,40,-0.1667,0,0.0125,-0.0031,-0.0041,808,0.2355,1.0302,0.2528,0.0451,0.0837,804,-0.0012,0.6282,202,-0.0001,-0.0147,1652,-0.0003,-0.0755,534950,0.0035,-0.0173,2501,0.0326,0.6101,0.4685,-0.0263,0.004,0
202405,12093,"okeechobee, fl",349675,0.0239,0.0158,116,-0.0415,0.2623,65,-0.0299,-0.1034,38,-0.0952,0.2667,2,,0,0.0093,0.0093,-0.0013,36,0.125,0.3846,0.1714,0.0184,0.0221,60,0.1226,0.1442,230,0.0184,0.0366,1452,-0.0131,-0.1338,794559,0.0311,0.2956,175,0,0.2203,0.5152,0.0753,-0.0532,0
202405,12115,"sarasota, fl",499000,-0.0007,-0.1199,5044,-0.0304,0.8628,74,0.0809,0.3611,1266,-0.0892,0.1105,54,0.35,0.1739,0.0067,0.002,-0.0011,2040,-0.1667,0.7586,0.2571,-0.0333,0.0552,1744,-0.0936,-0.1603,296,-0.0057,-0.0652,1691,0.0042,-0.0362,959742,0.0104,-0.1596,6795,-0.0464,0.4207,0.3458,-0.0241,-0.4213,1
202405,12013,"calhoun, fl",280625,-0.0535,0.0711,33,0.0313,0.4667,105,0.2537,0.3166,6,0,0.5,0,,,0,0,0,8,-0.2,0,0.1914,-0.0219,-0.0576,6,-0.4545,-0.2,164,-0.0782,-0.0618,1695,0.0125,0.0199,299708,-0.0223,-0.021,40,-0.0244,0.3559,0.1818,-0.1619,-0.1515,0
202405,12061,"indian river, fl",459950,0.0005,0.0342,1576,-0.0272,0.7209,73,0.0432,0.124,430,0.0047,0.2428,32,0.1429,0.7778,0.0127,0.0023,0.0034,498,-0.0846,0.649,0.1996,-0.0105,0.0433,554,-0.0844,-0.1812,262,0.0059,0.0357,1786,-0.0052,0.0031,956279,0.0042,-0.011,2121,-0.0411,0.3373,0.3513,-0.0219,-0.3871,0
202405,12109,"st. johns, fl",564071,0.0056,-0.0306,2559,0.0592,0.7387,55,0.0577,0.1702,966,-0.0782,0.1897,170,0.7,0,0.0343,0.0142,-0.0113,1280,0.0978,0.9572,0.2573,0.0155,0.0838,1456,0.0279,0.0024,280,0.0081,0.0057,2002,-0.012,-0.0263,773581,-0.0043,-0.0858,3996,0.0477,0.3676,0.5689,-0.0173,-0.4179,0
202405,12086,"miami-dade, fl",650000,0,-0.1065,13357,0.0125,0.4456,68,0.0149,-0.0685,3676,-0.055,0.1943,208,0.0722,-0.1811,0.0097,0.0005,-0.0052,3030,0.0181,0.8612,0.1416,0.0023,0.045,4147,-0.0239,-0.0774,521,0.0021,-0.0729,1349,-0.0033,-0.0645,1704379,-0.0088,-0.114,17498,0.0027,0.274,0.3104,-0.0116,-0.176,1
202405,12077,"liberty, fl",320000,0,0.2439,8,-0.0625,-0.375,183,0.1812,1.8854,0,,-1,0,,,0,0,0,2,0,0,0.2222,0,0.0972,1,-0.5,-0.3333,163,0,-0.0582,1965,0,0.3741,324129,-0.0063,0.1399,8,-0.1111,-0.3333,0.1333,-0.1167,0.0083,1
202405,12085,"martin, fl",515750,-0.0268,-0.1317,1189,0.0299,0.6254,60,-0.0403,0.0868,400,0.0152,0.1696,6,-0.625,-0.5714,0.0029,-0.0047,-0.0062,504,0.1101,0.6364,0.2476,0.0274,0.0484,466,-0.0699,-0.0271,297,-0.0169,-0.0521,1605,-0.0156,-0.1124,1102410,-0.0567,-0.2368,1643,-0.006,0.3635,0.3919,-0.042,-0.2629,1
202405,12103,"pinellas, fl",462500,0.0105,-0.0148,6226,0.0177,0.9917,58,0.0175,0.234,2114,-0.1264,0.1378,58,-0.1714,-0.1714,0.0055,-0.001,-0.004,3324,-0.0229,1.1418,0.3173,-0.0005,0.1025,2126,-0.0479,-0.0996,331,0.0071,-0.0063,1334,0.007,-0.012,734115,0.0149,-0.0548,8356,0.0007,0.5246,0.3414,-0.0235,-0.4137,0
202404,12059,"holmes, fl",272275,-0.0121,0.1048,43,0.1026,0.5926,61,-0.2422,0.1296,20,0,0.25,2,,,0.0213,0.0213,0.0213,14,0.1667,-0.125,0.1679,-0.0272,-0.0709,15,0.0714,-0.1176,151,0.0043,0.0524,1725,-0.0309,-0.1336,357778,0.044,0.0817,58,0.0943,0.2889,0.3488,-0.0101,-0.2808,0
202404,12086,"miami-dade, fl",650000,-0.0076,-0.1096,13192,0.0103,0.4045,67,0.0469,-0.0694,3890,0.0005,0.2729,194,-0.2177,-0.2302,0.0092,-0.0026,-0.0053,2976,0.0109,0.8931,0.1393,-0.0022,0.0467,4248,0.0353,-0.0765,520,-0.0043,-0.0696,1353,-0.0037,-0.0669,1719516,-0.0153,-0.0932,17450,0.0107,0.2476,0.322,0.0078,-0.1677,1
202404,12029,"dixie, fl",377500,-0.0533,0.1797,67,0.1083,0.2091,103,-0.1164,0.185,22,0.8333,0.8333,0,,,0,0,0,18,0.5,0.5,0.1872,0.046,0.0333,12,-0.2813,0.0455,226,0.061,-0.0074,1300,-0.0607,-0.0972,470884,-0.0528,-0.0768,79,0.0329,0.1377,0.1729,-0.0937,-0.0271,1
202404,12001,"alachua, fl",345250,0.0007,-0.1347,855,0.0543,0.7378,51,-0.114,0.1744,392,0.0208,0.0538,14,0.1667,0.75,0.0077,0.0002,0.0019,348,0.3594,1.4167,0.195,0.028,0.0859,525,0.2097,0.0057,209,0.0079,-0.0175,1649,0.0012,-0.0839,447533,-0.0081,-0.1438,1377,0.1056,0.3683,0.614,0.0789,-0.4469,1
202404,12075,"levy, fl",386000,0.0039,0.1954,195,0.0628,0.4407,72,0.1163,0.152,56,-0.0667,-0.0667,0,-1,,0,-0.0141,0,58,0.45,1.0714,0.2067,0.0658,0.1026,47,0.0333,-0.3261,247,0.0379,0.1397,1480,-0.0587,-0.074,460471,-0.019,-0.0214,241,0.0548,0.2461,0.2391,-0.0068,-0.272,0
202404,12109,"st. johns, fl",560955,0.0035,-0.0244,2416,0.0783,0.7266,52,0.04,0,1048,0.0275,0.3862,100,-0.0385,-0.1071,0.0201,-0.0022,-0.0115,1166,0.2565,1.1123,0.2418,0.0435,0.0865,1416,0.0298,0.0071,278,0.0067,0.0103,2026,-0.0009,-0.0097,776905,0.0088,-0.0785,3814,0.0555,0.3678,0.5862,-0.0276,-0.4188,0
202404,12017,"citrus, fl",332450,0.0077,0.0229,1242,0.0036,0.4922,64,0.114,0.1759,404,-0.0901,0.01,26,0.3,0.625,0.0122,0.0029,0.0033,518,0.0444,0.5988,0.2417,-0.0014,0.0576,496,0.1535,-0.0677,195,-0.0036,0.0256,1692,-0.0003,0.0009,406349,-0.0308,0.0262,1730,0.0412,0.2736,0.3995,0.0519,-0.2399,0
202404,12011,"broward, fl",423447,-0.0037,-0.1178,12469,0.0386,0.8464,61,0.0893,0.0702,4050,-0.0074,0.2593,194,0.0543,-0.049,0.0093,0.0001,-0.0043,4170,0.0322,1.3013,0.2016,0.0028,0.0794,4196,0.0188,-0.1471,328,-0.0082,-0.0423,1230,-0.0049,-0.0538,833042,-0.015,-0.1214,16674,0.0346,0.4217,0.3365,-0.0065,-0.3919,1
202404,12093,"okeechobee, fl",341500,-0.0312,0.1387,121,0.0042,0.2423,67,0.1453,-0.0822,42,0.05,-0.0455,0,,,0,0,0,32,0.1429,0.6,0.1531,0.0165,0.0656,53,0.2927,-0.2429,226,-0.0085,0.051,1471,-0.0242,-0.0806,770579,-0.0259,0.3661,175,0.0772,0.0512,0.4398,0.0982,-0.2818,0
202404,12027,"desoto, fl",352500,0.0277,-0.1076,131,-0.0333,0.5536,77,0.081,0.4346,40,0.1111,0.4286,0,,,0,0,0,44,-0.2143,0.8333,0.2047,-0.074,0.079,44,0.1154,0.0116,219,-0.0131,-0.021,1426,0.0215,-0.0569,451805,0.0112,-0.0435,174,0.0058,0.381,0.3333,0.0444,-0.1786,1
202404,12087,"monroe, fl",1300000,-0.037,-0.1328,1306,-0.0004,0.5767,80,0.039,0.0667,278,-0.0211,0.3365,12,0.5,2,0.0064,0.0021,0.0036,376,-0.1607,0.7736,0.2038,-0.0414,0.0355,279,0.0528,-0.0882,930,-0.0173,-0.0168,1538,-0.0071,-0.0553,2410666,-0.0244,-0.0626,1580,0.0032,0.3908,0.2137,0.0108,-0.1559,1
202404,12003,"baker, fl",377000,-0.048,0.1009,54,0.102,0.2558,39,-0.2524,-0.2451,26,0.0833,0.0833,0,,,0,0,0,32,1,1,0.2982,0.1099,0.1779,25,0.2895,-0.4167,201,-0.0729,0.0248,1884,-0.0108,-0.0648,489062,-0.091,-0.0428,79,0.1449,-0.0706,0.4537,0.0659,-0.523,0
202404,12073,"leon, fl",324750,0.0085,0.0163,951,0.0561,0.3406,39,-0.0128,0.0694,404,0.0745,0.1744,12,-0.4,-0.25,0.008,-0.007,-0.0063,166,-0.0349,0.7292,0.1135,-0.0158,0.0321,113,0.1029,-0.0779,202,0.0135,0.0403,1596,-0.0081,-0.042,386255,-0.0101,0.0079,1062,0.0604,0.2898,0.1184,0.005,-0.0537,0
202404,12117,"seminole, fl",413750,0.0141,-0.0262,1086,0.0448,0.8336,45,-0.0426,0.2162,678,0.2107,0.161,20,0.25,-0.1667,0.0079,0.001,-0.0037,582,0.1192,1.2045,0.2374,0.0067,0.1027,734,0.0509,-0.0933,239,0.0019,0.0047,1711,0.0141,-0.0435,519582,0.0247,-0.1126,1822,0.0459,0.3136,0.6757,0.0039,-0.6908,0
202404,12127,"volusia, fl",394850,0.0124,-0.0004,3926,0.0296,0.6678,62,0.0877,0.1481,1414,0.1082,0.2148,60,0,-0.0625,0.0088,-0.0004,-0.0033,1660,0.0247,0.7511,0.247,0.0004,0.0677,1481,0.0221,-0.1469,252,-0.0035,0.01,1565,-0.0063,-0.0264,508362,-0.0001,-0.001,5390,0.0287,0.3367,0.3772,-0.0028,-0.3602,0
202404,12009,"brevard, fl",395000,0.0173,0.0505,3568,0.0466,0.7482,52,-0.0463,0.03,1574,0.0465,0.2413,114,0.3571,0.2391,0.0168,0.004,-0.0004,1600,-0.0338,0.8605,0.2316,-0.0195,0.0673,1792,0.0763,-0.099,237,0.0129,0.0591,1780,0.0045,0.014,518994,0.0094,0.0107,5349,0.0533,0.3278,0.5022,0.0138,-0.4723,0
202404,12123,"taylor, fl",317500,0.0603,0.1759,89,-0.0825,0.0723,72,-0.0769,0.152,14,-0.3,-0.4167,0,,-1,0,0,-0.0339,18,-0.3571,0.125,0.153,-0.0657,0.0151,16,0.3333,0.2308,177,-0.0166,-0.0642,1555,0.0408,0.1451,415261,0.0619,0.1555,105,-0.0278,0.129,0.1798,0.0561,0.0231,0
202404,12071,"lee, fl",469450,-0.0098,-0.0592,10314,0.0026,0.8743,72,0.1172,0.5213,2690,-0.1128,0.0675,160,0.1111,0.2903,0.0099,0.001,-0.0007,4608,-0.0979,0.8641,0.2847,-0.0239,0.0713,3169,-0.0097,-0.1209,275,-0.0069,-0.0439,1733,-0.0063,-0.0012,742893,-0.0046,-0.0096,13464,-0.0026,0.4882,0.3073,-0.0038,-0.3478,0
202404,12125,"union, fl",391175,-0.0685,-0.2177,21,0,2.5,85,0.3307,0.7245,4,0,0,0,,,0,0,0,6,0.5,,0.1555,0.0379,0.1555,9,-0.1818,-0.4,229,-0.012,0.1436,1702,-0.005,-0.2388,406460,-0.081,-0.2276,29,-0.1094,0.425,0.4286,-0.0952,-2.0714,1
202404,12129,"wakulla, fl",275950,-0.0314,-0.2313,265,0.084,0.3159,44,-0.1287,0.0476,82,-0.0238,0.0789,4,,0,0.0109,0.0109,-0.0027,58,0.6111,1.4167,0.1522,0.0587,0.063,32,-0.0303,1.9091,188,0.0007,-0.0176,1436,-0.0093,-0.1531,339564,-0.0177,-0.0916,297,0.0704,0.3986,0.121,-0.0143,0.0663,1
202404,12031,"duval, fl",330000,0.0154,0.0157,3268,0.0754,0.5651,49,0.0543,-0.0102,1744,0.0332,0.2529,118,0.475,0.0536,0.0163,0.0039,-0.0033,1846,0.1423,0.775,0.2553,0.0181,0.0805,2076,0.0169,-0.0909,200,0.0071,0.0273,1608,0.002,-0.0164,451595,0.01,0.0179,5349,0.0446,0.2189,0.6351,-0.0365,-0.4583,0
202404,12069,"lake, fl",425000,0.0119,0.0625,1592,0.0321,0.3568,51,-0.0556,0,774,-0.0128,0.217,50,-0.1667,-0.0385,0.0149,-0.003,-0.0029,780,0.1337,0.3732,0.2326,0.0239,0.0514,982,0.0267,-0.1428,219,0,0.0578,1976,0.0126,0.0212,522937,-0.0075,0.0517,2573,0.0233,0.1146,0.6167,-0.0033,-0.3594,0
202404,12021,"collier, fl",817750,-0.0368,-0.0904,5874,0.0037,0.8263,72,0.125,0.2414,1356,-0.1588,0.1078,48,0.0909,-0.25,0.0054,0.0006,-0.0048,2184,-0.1863,0.8261,0.2456,-0.0516,0.06,1661,-0.0125,-0.1649,474,-0.0274,-0.0932,1802,-0.0092,-0.0547,2009145,-0.0194,-0.1189,7523,-0.0012,0.442,0.2828,-0.0046,-0.3357,0
202404,12121,"suwannee, fl",350000,-0.0411,0.0226,87,0.0549,0.1849,77,0.0929,-0.1257,16,-0.4286,-0.6,0,,,0,0,0,26,1.1667,2.25,0.2142,0.1125,0.1579,21,-0.1923,-0.5435,202,-0.0209,-0.0211,1862,-0.0182,0.0458,615028,0.028,0.287,108,-0.0046,-0.089,0.2428,-0.0743,-0.3874,0
202404,12067,"lafayette, fl",451225,0.1352,0.3271,18,0.125,0.125,78,0.1507,-0.2982,2,,,0,,,0,0,0,4,0,,0.1952,0.0573,0.1952,3,-0.4,0.5,282,-0.0524,0.5432,1651,0.0191,-0.1419,423245,0.0168,-0.0084,21,0,0.2353,0.1667,-0.1458,0.0417,0
202404,12113,"santa rosa, fl",387198,-0.0046,-0.069,1115,0.0841,0.7607,49,-0.0441,0.0598,602,0.2438,0.3559,146,-0.3596,3.5625,0.0627,-0.0506,0.0445,542,0.4728,1.0846,0.227,0.0542,0.0621,683,0.1308,0.4229,205,-0.0037,0.0001,1885,0.0007,-0.0754,532078,-0.0006,-0.0657,1798,0.1044,0.6213,0.6128,0.0253,-0.1455,0
202404,12105,"polk, fl",349000,-0.0026,-0.0014,4028,0.0282,0.5028,60,0.0169,0.0345,1632,0.0303,0.1525,222,0.5857,0.0472,0.0286,0.0099,-0.0052,1748,-0.0224,0.6743,0.2276,-0.0149,0.0612,2142,0.0745,-0.0172,200,0.0065,0.0147,1810,-0.0041,-0.0052,405753,-0.0094,0.0053,6163,0.0389,0.269,0.5317,0.0229,-0.2813,0
202404,12091,"okaloosa, fl",437450,0.0057,-0.049,1828,0.0536,0.7476,63,0.0161,0.1053,662,0.0091,0.2444,50,-0.3056,0.0417,0.0161,-0.0074,-0.0048,630,0.0362,0.9444,0.2056,0.0022,0.065,635,0.1043,-0.0824,273,0.0154,-0.0384,1661,-0.0167,-0.0776,698829,0.0001,-0.0954,2463,0.0665,0.4177,0.3474,0.016,-0.3142,0
202404,12115,"sarasota, fl",499338,-0.0013,-0.0921,5202,-0.0009,0.8867,68,0.1333,0.4167,1390,-0.118,-0.0184,40,-0.375,-0.4737,0.0047,-0.0026,-0.0068,2448,-0.0973,0.8323,0.2904,-0.0304,0.0762,1924,0.0148,-0.1055,298,-0.0121,-0.0538,1684,-0.0056,-0.0372,949827,-0.0158,-0.1521,7125,0.0017,0.452,0.3699,0.0057,-0.4103,0
202404,12037,"franklin, fl",739500,0.0463,0.3822,257,0.0869,0.3222,71,-0.0981,-0.1311,68,0.1333,0.7,2,,,0.0054,0.0054,0.0054,56,0.2727,0.4,0.152,0.0149,0.02,44,0.0116,0.1447,470,0.0277,0.3746,1760,0.0755,0.1087,1073902,0.0017,0.3469,294,0.0596,0.3044,0.1696,-0.0126,-0.0263,0
202404,12043,"glades, fl",357425,0.0112,0.0944,49,-0.03,0.0778,79,-0.21,0.3167,10,-0.375,-0.375,0,,,0,0,0,8,1,0,0.1111,0.0657,0.0159,17,-0.0556,0.0625,234,-0.0047,0.1017,1645,0.0043,0.071,467029,0.0279,0.0794,65,-0.0515,0.0403,0.3505,-0.0095,-0.005,0
202404,12023,"columbia, fl",354250,-0.0424,0.0529,172,0.0994,0.1747,59,-0.1449,0.0172,62,0.1071,0.0333,0,-1,-1,0,-0.0135,-0.0135,50,0.1364,-0.0385,0.1641,-0.011,-0.011,76,0.0486,-0.1968,186,-0.003,0.0328,1841,-0.0014,0.0363,435192,0.0469,0.1258,249,0.1044,0.0269,0.4402,-0.0213,-0.2036,0
202404,12097,"osceola, fl",452448,-0.0056,-0.0143,3243,0.0396,0.6731,71,0.0071,0.1016,1154,0.1586,0.3295,74,-0.119,-0.4559,0.0128,-0.0025,-0.0188,1112,0.0611,0.6951,0.193,0,0.0403,1372,0.0018,-0.1083,230,-0.004,0.0028,1914,0,-0.0328,539553,-0.017,-0.0779,4619,0.0317,0.3277,0.423,-0.0159,-0.3706,0
202404,12015,"charlotte, fl",415088,-0.0093,-0.0356,3673,0.0102,1.0787,73,0.058,0.5532,938,0.0064,0.2214,36,-0.5,0,0.0064,-0.0066,-0.0038,1618,-0.143,0.9171,0.2827,-0.0602,0.0559,1033,0.0579,-0.0536,247,-0.006,-0.0264,1700,0,-0.0151,535672,-0.0214,-0.0587,4716,0.0195,0.6571,0.2811,0.0127,-0.3363,0
202404,12095,"orange, fl",446303,0.0146,-0.0381,3592,0.0667,0.7184,47,-0.0053,-0.0053,1958,0.0437,0.2299,104,0.1304,-0.0714,0.0134,0.0011,-0.005,1554,0.1006,1.0887,0.1999,0.0101,0.0775,2286,0.03,-0.0548,254,0.0007,0.0163,1756,0.0258,-0.0598,701056,0.0119,-0.0635,5868,0.0516,0.3222,0.6364,-0.0227,-0.5206,0
202404,12103,"pinellas, fl",457672,0.0059,0.0193,6118,0.0439,0.9201,57,0.0755,0.14,2420,-0.0049,0.2683,70,0.25,0.25,0.0065,0.0011,-0.0007,3402,0.0372,1.0897,0.3178,0.0023,0.0957,2233,0.0222,-0.0659,328,0.008,0.0156,1325,0.0004,-0.0105,723363,-0.0031,-0.0427,8350,0.0354,0.506,0.3649,-0.0078,-0.3852,0
202404,12045,"gulf, fl",697000,0.1244,0.1617,257,0.0708,0.5671,67,0.0556,0.2788,62,-0.2619,0.0333,4,-0.5,0,0.0099,-0.0111,-0.0047,76,0.2667,0.9,0.1926,0.0347,0.0477,54,-0.0357,-0.0847,419,0.0938,0.2103,1836,0.0008,-0.0275,999596,0.0674,0.053,310,0.0599,0.3941,0.2101,-0.0232,-0.1496,0
202404,12119,"sumter, fl",385800,0.0155,-0.0353,485,0.0648,0.1647,50,-0.0613,0.1056,232,0.0175,0.0741,12,2,,0.0126,0.0083,0.0126,244,0.0167,0.2449,0.2522,0.0029,0.0177,230,-0.0556,0.1361,255,-0.0003,-0.0143,1576,0.0104,-0.0297,464375,-0.0152,-0.0074,718,0.0316,0.1713,0.4737,-0.0604,-0.0119,0
202404,12047,"hamilton, fl",296400,0.0978,0.235,37,0.3036,0.4038,52,-0.3705,-0.45,8,-0.3333,0,0,,,0,0,0,10,1.5,,0.1754,0.0954,0.1754,13,-0.0714,0.1818,188,0.0325,0.3442,1739,0.0027,0.08,344380,0.0281,0.1517,49,0.1395,0.2895,0.3562,-0.1438,-0.0669,0
202404,12005,"bay, fl",449997,0.0022,-0.0196,2478,0.0496,0.6664,74,-0.02,0.225,676,-0.0398,-0.0174,36,-0.5714,-0.4375,0.0098,-0.0128,-0.0129,934,0.1793,0.7556,0.2478,0.0347,0.0597,606,0.0586,-0.1671,353,0.001,0.0601,1400,-0.0032,-0.0525,616914,0.0095,-0.03,3079,0.0536,0.3955,0.2444,0.0021,-0.2446,0
202404,12099,"palm beach, fl",536925,-0.022,-0.09,11295,0.0088,0.5711,64,0.1228,0.1034,3546,-0.0039,0.233,122,0.0167,0.0167,0.0066,0.0001,-0.0017,4346,-0.0753,0.6664,0.2335,-0.0209,0.0524,4009,0.0235,-0.094,325,-0.0113,-0.0365,1500,-0.0157,-0.0775,1443962,-0.0426,-0.1725,15305,0.0136,0.3191,0.355,0.0051,-0.2606,0
202404,12061,"indian river, fl",459725,-0.0006,0.0308,1620,0.0072,0.6066,70,0.1032,0.112,428,-0.1955,0.1889,28,1.3333,0.1667,0.0105,0.0061,-0.0015,544,-0.1447,0.5111,0.2101,-0.0305,0.0319,605,0.0369,-0.1315,260,-0.0037,0.0383,1795,0.0083,-0.0182,952258,-0.0235,-0.1055,2212,0.0179,0.3073,0.3733,0.0107,-0.3172,0
202404,12131,"walton, fl",1049000,0.049,0.0493,2229,0.0569,0.5686,69,-0.0417,0.0781,542,-0.0967,0.2664,22,-0.2143,-0.5,0.0065,-0.0021,-0.0107,618,0.0957,0.3919,0.1862,0.0162,0.0125,602,0.03,-0.1358,586,0.0083,0.0082,2007,0.0141,-0.0775,1768769,0.002,-0.0623,2828,0.0513,0.3396,0.2699,-0.0071,-0.2199,0
202404,12065,"jefferson, fl",384900,0.0561,0.0754,55,-0.0439,0.0481,70,0.3113,0.287,14,0.75,0.1667,0,,,0,0,0,12,-0.25,2,0.1536,-0.0717,0.0939,5,0.125,0.5,186,0.0095,-0.1069,1883,0.0421,0.0597,466817,0.061,-0.1478,60,-0.0246,0.0818,0.0826,0.0124,0.0249,0
202404,12077,"liberty, fl",320000,0.5822,0.4222,8,-0.1111,-0.2727,155,0.2561,2.2872,0,,-1,0,,,0,0,0,2,,-0.5,0.2222,0.2222,-0.0635,2,-0.6,0,163,0.2535,-0.0582,1965,0.1566,0.4036,326179,0.4957,0.1256,9,-0.1818,-0.1818,0.25,-0.3056,0.0682,1
202404,12079,"madison, fl",299675,-0.0253,-0.1413,48,0.0106,0.4844,55,-0.0756,0.1224,12,0.5,0,0,,,0,0,0,10,0.25,1.5,0.1606,0.0006,0.0773,4,0,-0.2,152,-0.0189,0.0008,1786,0.0695,-0.1303,463608,0.0294,-0.0564,51,0.02,0.3784,0.0842,-0.0009,-0.072,1
202404,12053,"hernando, fl",364998,0,0.0224,998,0.0086,0.2135,56,0.0472,-0.0431,466,0.1202,0.2263,32,-0.2,0.1429,0.0158,-0.0038,-0.0025,462,0.1,0.4808,0.2327,0.0268,0.0377,574,-0.023,-0.0129,205,0.0026,0.0271,1836,0.0041,0.0041,445568,0.0051,-0.0117,1560,-0.0054,0.1877,0.5749,-0.0186,-0.1319,0
202404,12083,"marion, fl",304950,-0.0002,-0.0002,2786,-0.005,0.3505,61,0.0614,0.0614,1000,-0.0385,0.0776,78,0.0263,-0.0714,0.0155,0.0005,-0.0035,1080,-0.0357,0.3568,0.2136,-0.0079,0.0315,1355,0.0219,0.0695,190,-0.0041,0.0151,1639,-0.0006,-0.0168,388949,-0.0048,-0.0134,4133,0.0024,0.2419,0.4864,0.0128,-0.1278,0
202404,12055,"highlands, fl",311450,-0.0103,0.0558,677,0.0112,0.3778,65,0.0078,0.1316,238,0.0439,0.0625,14,0.75,-0.125,0.0121,0.0049,-0.0041,216,0.0588,0.5,0.1879,0.0049,0.0363,250,-0.0216,-0.0549,193,-0.0148,0.0365,1611,-0.0059,0.037,361085,0.002,-0.0113,923,-0.0102,0.2154,0.3688,-0.0124,-0.1689,0
202404,12107,"putnam, fl",299950,-0.0162,0.0049,245,0.0987,0.1779,58,-0.1212,-0.2611,110,0.375,0.5278,2,-0.5,-0.5,0.0042,-0.0058,-0.0058,98,0.1136,0.4412,0.2312,0.0107,0.0428,83,0.0375,-0.1443,211,0.0005,0.108,1550,-0.0085,0.0031,441586,-0.0077,0.0636,326,0.0903,0.1126,0.3388,-0.02,-0.1276,0
202404,12081,"manatee, fl",519750,-0.01,-0.03,3306,-0.0057,0.7282,66,0.1325,0.274,1104,-0.0548,0.0824,92,0.7692,-0.3235,0.0154,0.0069,-0.0137,1782,-0.0795,0.7964,0.2988,-0.0255,0.0921,1546,0.1008,-0.1959,290,-0.009,0.0094,1769,0,-0.0323,909042,0.0085,-0.084,4859,0.0292,0.2783,0.4675,0.0452,-0.5372,0
202404,12057,"hillsborough, fl",435000,0.0116,-0.0312,4541,0.0431,0.5893,48,0.0105,0.0213,2456,0.0166,0.1563,114,0.0179,-0.3372,0.0115,-0.0004,-0.0091,2420,0.0633,0.8389,0.2464,0.0055,0.0831,2896,0.0508,-0.1437,240,0.0006,0.0001,1826,0.0088,-0.046,668988,0.0207,-0.0714,7434,0.0463,0.1965,0.6378,0.0047,-0.5459,0
